Variable,Coef,Std_Error,z_Statistic,Prob
c,3.128019317505861e-06,1.187181385031609e-06,2.634828474355311,0.008417981019000238
garch,0.8407632117877229,0.04446745392532727,18.90738366085876,9.915578750582053e-80
rk,0.1287325296044976,0.04751998051214428,2.709018989845724,0.00674824771897448
rcto,-0.001404892932833579,0.0003077034235253182,-4.565737087803258,4.977422819059029e-06
