Variable,Coef,Std_Error,z_Statistic,Prob
c,8.21754927058282e-06,2.082181025047184e-06,3.946606549445719,7.926665536204454e-05
garch,0.9071060408767699,0.02701212876648447,33.58143479614496,3.131421206944251e-247
ind_rcto2,-0.06058339526619791,0.02706499080515176,-2.238441376254449,0.02519228635560088
rcto,-0.001522976612571145,0.0003250616633392584,-4.685192947473643,2.796963181060498e-06
ind_rk,0.1564787356972941,0.05230812945887089,2.991480240568171,0.002776285046071002
