Variable,Coef,Std_Error,z_Statistic,Prob
c,6.885904732956941e-06,2.032307154214539e-06,3.388220485607776,0.0007034768940698565
garch,0.9079872914266576,0.02682296453182587,33.85111628318772,3.494489927541961e-251
ind.rk,0.09677900847962185,0.04637448592309446,2.086902022808753,0.03689699201586989
rcto,-0.001215094404780667,0.0002696475851323416,-4.506231361887796,6.598913547744666e-06
